Dataset,Noise_Level,Source,Epoch,Train_Loss,Valid_ROC,Test_ROC,Best_Valid_ROC,Best_Test_ROC,Periodic_Checkpoint,Best_Checkpoint
27_mnist,0.2,1,33,0.2429715758189559,0.9521072796934866,0.9532719381676887,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,34,0.21388237178325653,0.9513235806339255,0.9500160683505432,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,35,0.19602985633537173,0.9507140369209335,0.9465427077280651,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,36,0.17348295636475086,0.9501044932079414,0.9435919742646701,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,37,0.1562461033463478,0.9491466388018113,0.9415355500082777,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,38,0.1467592418193817,0.9486241727621039,0.9400958907222319,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,39,0.1331943147815764,0.9484500174155346,0.9393005885236269,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,40,0.12157148541882634,0.9483629397422502,0.9378771598946956,0.9626436781609196,0.9846100909241411,checkpoints\27_mnist\noise_0.2\source_1\epoch_040.pt,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,41,0.11027714982628822,0.9474921630094044,0.9343372535780484,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,42,0.10449110949411988,0.9468826192964124,0.9314287198231507,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,43,0.0936581410933286,0.9467084639498433,0.930659386675929,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,44,0.0875002855900675,0.9466213862765587,0.9295459635978822,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,45,0.08251315215602517,0.9466213862765587,0.9291953814042117,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,46,0.07411654386669397,0.9460118425635667,0.9271827799220279,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,47,0.06980262836441398,0.9456635318704284,0.9252610701196848,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,48,0.0642370660789311,0.9454893765238592,0.9230472084892829,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,49,0.06393704027868807,0.9452281435040055,0.9229579398751538,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,50,0.05749927111901343,0.9450539881574365,0.9218915857027388,0.9626436781609196,0.9846100909241411,checkpoints\27_mnist\noise_0.2\source_1\epoch_050.pt,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,51,0.05724255135282874,0.9453152211772902,0.9216903255545204,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,52,0.054592460161074996,0.9451410658307211,0.9206986324048315,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,53,0.050072766025550663,0.9445315221177291,0.9193531109300491,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,54,0.04758428269997239,0.9445315221177291,0.9190804358905273,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,55,0.04645306011661887,0.9440090560780215,0.9181909958806593,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,56,0.042688896297477186,0.9438349007314525,0.917512554413278,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,57,0.04044437070842832,0.9434865900383141,0.91666856024333,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,58,0.03810650634113699,0.943312434691745,0.9163114857868134,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,59,0.038483276730403304,0.9432253570184606,0.9151104171603491,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,60,0.037448359886184335,0.9431382793451759,0.9150714635832746,0.9626436781609196,0.9846100909241411,checkpoints\27_mnist\noise_0.2\source_1\epoch_060.pt,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,61,0.036796233733184636,0.9430512016718913,0.914217731019058,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,62,0.03261723998002708,0.943312434691745,0.9139223330595763,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,63,0.031514080124907196,0.9435736677115988,0.9138671488253873,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,64,0.029624062357470393,0.943312434691745,0.9127602180101865,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,65,0.028847462497651577,0.943312434691745,0.9126044037018883,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,66,0.02893686160678044,0.943312434691745,0.912085022674228,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,67,0.028066138620488346,0.9434865900383143,0.9118091015032835,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,68,0.026783677050843835,0.9433124346917451,0.9112442746357029,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,69,0.02711060643196106,0.9426158133054685,0.9106762016366995,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,70,0.025321229302790016,0.9422675026123303,0.9101698051347307,0.9626436781609196,0.9846100909241411,checkpoints\27_mnist\noise_0.2\source_1\epoch_070.pt,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,71,0.024577547213993967,0.9416579588993381,0.9100334676149698,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,72,0.02351005922537297,0.9415708812260537,0.9094913636673495,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,73,0.022509560629259795,0.9414838035527691,0.9095919937414587,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,74,0.022712884354405105,0.9413096482062,0.9088843370912714,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,75,0.021459995594341308,0.9413096482062,0.9086100389860382,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,76,0.021640739985741675,0.9412225705329154,0.908368202195034,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,77,0.020157609949819744,0.9413096482062,0.9082967873037308,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,78,0.019625519693363458,0.9413096482062,0.9080857887612439,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,79,0.019377939694095403,0.9411354928596309,0.907868297955911,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,80,0.020361581933684647,0.9407871821664926,0.9073748859796338,0.9626436781609196,0.9846100909241411,checkpoints\27_mnist\noise_0.2\source_1\epoch_080.pt,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,81,0.01812324085040018,0.9402647161267852,0.9069496427632369,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,82,0.017910736496560276,0.9401776384535006,0.9066542448037552,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,83,0.01764630008256063,0.9400034831069315,0.9065211534154172,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,84,0.017738390422891825,0.9400905607802159,0.9066867061179839,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,85,0.016563319426495582,0.9399164054336469,0.9064886921011883,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,86,0.016961671004537493,0.9397422500870776,0.9058329735537674,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,87,0.015523050504270941,0.9397422500870777,0.9056284672741259,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,88,0.01509464328410104,0.9395680947405085,0.9054369455201764,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,89,0.015166471770498902,0.9394810170672241,0.9053720228917188,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,90,0.01429047854617238,0.9394810170672241,0.9052080932548634,0.9626436781609196,0.9846100909241411,checkpoints\27_mnist\noise_0.2\source_1\epoch_090.pt,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,91,0.014950369019061327,0.9396551724137931,0.9051642704806547,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,92,0.014509825152345002,0.9395680947405085,0.9051123323778886,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,93,0.014704901725053787,0.939481017067224,0.9050993478521971,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,94,0.013976974179968238,0.9393068617206548,0.9048851031782874,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,95,0.012295962311327457,0.9392197840473703,0.9043543606906471,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,96,0.012808100611437112,0.9391327063740857,0.9042650920765177,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,97,0.012918232154333964,0.9390456287008011,0.9040086476941107,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,98,0.012758466822560877,0.9387843956809474,0.9036694269604201,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,99,0.012622358626686037,0.938871473354232,0.9034421977608186,0.9626436781609196,0.9846100909241411,,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
27_mnist,0.2,1,100,0.010553060448728502,0.938871473354232,0.9032458068097345,0.9626436781609196,0.9846100909241411,checkpoints\27_mnist\noise_0.2\source_1\epoch_100.pt,checkpoints\27_mnist\noise_0.2\source_1\best_checkpoint.pt
