Dataset,Noise_Level,Source,Epoch,Train_Loss,Valid_ROC,Test_ROC,Best_Valid_ROC,Best_Test_ROC,Periodic_Checkpoint,Best_Checkpoint
imdb,0.2,1,34,0.23976751323789358,0.9650057055914796,0.8128930817610063,0.9655762647394446,0.8234225500859066,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,35,0.2126408708281815,0.9604412324077596,0.805153607288662,0.9655762647394446,0.8234225500859066,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,36,0.18707537883892655,0.9651958919741346,0.8156830756135622,0.9655762647394446,0.8234225500859066,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,37,0.17045909585431218,0.9649106124001521,0.8148673570719251,0.9655762647394446,0.8234225500859066,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,38,0.14956884901039302,0.9646253328261696,0.8124162607777305,0.9655762647394446,0.8234225500859066,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,39,0.13559042452834547,0.9645302396348421,0.811450796803329,0.9655762647394446,0.8234225500859066,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,40,0.12316603702493012,0.9652909851654621,0.8132910893586166,0.9655762647394446,0.8234225500859066,checkpoints\imdb\noise_0.2\source_1\epoch_040.pt,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,41,0.11387598840519786,0.9651958919741347,0.8122822780220993,0.9655762647394446,0.8234225500859066,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,42,0.10480872518382967,0.9645302396348421,0.8082903800381457,0.9655762647394446,0.8234225500859066,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,43,0.09511279664002359,0.9657664511220996,0.8134132501063981,0.9657664511220996,0.8134132501063981,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,44,0.08985306532122195,0.9659566375047546,0.8117424063302912,0.9659566375047546,0.8117424063302912,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,45,0.08249106153380126,0.9646253328261696,0.8074273734651093,0.9659566375047546,0.8117424063302912,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,46,0.07619047164916992,0.9653860783567897,0.8084716508251761,0.9659566375047546,0.8117424063302912,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,47,0.0712103764526546,0.9650057055914797,0.8099809271606689,0.9659566375047546,0.8117424063302912,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,48,0.06893205118831247,0.9654811715481171,0.8088144890528207,0.9659566375047546,0.8117424063302912,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,49,0.06296601833309978,0.9662419170787371,0.8098508850743211,0.9662419170787371,0.8098508850743211,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,50,0.058898293296806514,0.9660517306960822,0.8112458820005989,0.9662419170787371,0.8098508850743211,checkpoints\imdb\noise_0.2\source_1\epoch_050.pt,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,51,0.05640898284036666,0.9667173830353746,0.8114862628268786,0.9667173830353746,0.8114862628268786,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,52,0.05241134518291801,0.9662419170787372,0.8089169464541858,0.9667173830353746,0.8114862628268786,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,53,0.050483740982599556,0.9668124762267021,0.8104341041282452,0.9668124762267021,0.8104341041282452,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,54,0.04863469104748219,0.9660517306960821,0.8094922841695433,0.9668124762267021,0.8104341041282452,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,55,0.04438929748721421,0.9664321034613922,0.8086450402736401,0.9668124762267021,0.8104341041282452,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,56,0.04301829490577802,0.9652909851654621,0.8069229677968506,0.9668124762267021,0.8104341041282452,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,57,0.04016793018672615,0.9666222898440471,0.8097169023186898,0.9668124762267021,0.8104341041282452,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,58,0.03995641821529716,0.9669075694180297,0.8100873252313173,0.9669075694180297,0.8100873252313173,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,59,0.03593808534787968,0.9670026626093572,0.8094292334610109,0.9670026626093572,0.8094292334610109,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,60,0.0361291384906508,0.9665271966527196,0.8085307608644252,0.9670026626093572,0.8094292334610109,checkpoints\imdb\noise_0.2\source_1\epoch_060.pt,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,61,0.03538693441078067,0.9667173830353747,0.8090942765719329,0.9670026626093572,0.8094292334610109,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,62,0.032375565031543374,0.9658615443134272,0.8055358522091391,0.9670026626093572,0.8094292334610109,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,63,0.03309542086208239,0.9663370102700647,0.8074746614965087,0.9670026626093572,0.8094292334610109,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,64,0.03026925289304927,0.9678585013313047,0.8113798647562301,0.9678585013313047,0.8113798647562301,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,65,0.02896434790454805,0.9664321034613921,0.8067377563405368,0.9678585013313047,0.8113798647562301,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,66,0.02947621524799615,0.9659566375047546,0.8061702999637459,0.9678585013313047,0.8113798647562301,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,67,0.02603024960262701,0.9674781285659946,0.8084952948408758,0.9678585013313047,0.8113798647562301,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,68,0.02703094360185787,0.9665271966527196,0.8069466118125502,0.9678585013313047,0.8113798647562301,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,69,0.02652294229483232,0.9651958919741346,0.8047398370139184,0.9678585013313047,0.8113798647562301,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,70,0.025744232581928372,0.9681437809052872,0.8080224145268833,0.9681437809052872,0.8080224145268833,checkpoints\imdb\noise_0.2\source_1\epoch_070.pt,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,71,0.02370060229441151,0.9667173830353746,0.8062333506722782,0.9681437809052872,0.8080224145268833,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,72,0.022970959485974163,0.9669075694180296,0.8069820778360998,0.9681437809052872,0.8080224145268833,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,73,0.021837124309968203,0.9668124762267021,0.807482542835075,0.9681437809052872,0.8080224145268833,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,74,0.02187820154358633,0.9663370102700647,0.8047910657146009,0.9681437809052872,0.8080224145268833,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,75,0.021023601351771504,0.9676683149486497,0.8070214845289324,0.9681437809052872,0.8080224145268833,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,76,0.021023549052188173,0.9663370102700646,0.8055594962248389,0.9681437809052872,0.8080224145268833,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,77,0.01926289571565576,0.9671928489920122,0.8062175879951452,0.9681437809052872,0.8080224145268833,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,78,0.01880436172359623,0.9668124762267021,0.8058905124446336,0.9681437809052872,0.8080224145268833,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,79,0.01777826444595121,0.9676683149486496,0.8065013161835405,0.9681437809052872,0.8080224145268833,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,80,0.018017172231338918,0.9667173830353746,0.8055043268548729,0.9681437809052872,0.8080224145268833,checkpoints\imdb\noise_0.2\source_1\epoch_080.pt,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,81,0.018150888703530654,0.9667173830353746,0.8056383096105042,0.9681437809052872,0.8080224145268833,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,82,0.018218858051113784,0.9663370102700647,0.8044364054791066,0.9681437809052872,0.8080224145268833,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,83,0.016481816332088783,0.9684290604792697,0.8076047035828566,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,84,0.016253101464826614,0.9665271966527197,0.8054649201620403,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,85,0.016872931184479967,0.9664321034613922,0.8046570829589698,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,86,0.014859688410069793,0.9671928489920121,0.8054058101227913,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,87,0.014580343035049736,0.9670026626093572,0.8046728456361028,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,88,0.013984829158289358,0.9661468238874096,0.8036955596538516,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,89,0.014493954950012267,0.9679535945226321,0.8052521240207435,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,90,0.014990357914939523,0.9656713579307721,0.8027222143408838,0.9684290604792697,0.8076047035828566,checkpoints\imdb\noise_0.2\source_1\epoch_090.pt,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,91,0.013968720129923895,0.9665271966527196,0.8036837376460018,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,92,0.01521592671633698,0.9656713579307721,0.8017922163900317,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,93,0.01344840828096494,0.9666222898440471,0.8039989911886636,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,94,0.012588951940415427,0.9662419170787371,0.8028089090651157,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,95,0.013163589523173869,0.9664321034613922,0.8025133588688703,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,96,0.01256770791951567,0.9670026626093572,0.8035103481975379,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,97,0.01333208565483801,0.9657664511220996,0.8025054775303038,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,98,0.012902835180284455,0.9655762647394446,0.8012287006825238,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,99,0.012810270040063187,0.9659566375047546,0.8020404785548778,0.9684290604792697,0.8076047035828566,,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
imdb,0.2,1,100,0.010905174058279954,0.9662419170787371,0.8026000535931022,0.9684290604792697,0.8076047035828566,checkpoints\imdb\noise_0.2\source_1\epoch_100.pt,checkpoints\imdb\noise_0.2\source_1\best_checkpoint.pt
